YEAR;EQ_PRIMARY;INTENSITY;COUNTRY;LATITUDE;LONGITUDE;DEATHS
1940;5.5;7;CHINA;24.4;102.5;2
1940;7.2;10;USA;32.733;-115.5;9
1940;4.8;8;ITALY;38.1;13.5;0
1940;0;9;TURKEY;38.4;35.5;37
1940;5.8;8;CHINA;40.2;122;0
1940;6;0;TURKEY;41.7;43.8;16
1940;6;0;CHINA;42.7;121.3;0
1940;7.5;9;JAPAN;44.2;139.5;0
1940;7.3;10;ROMANIA;45.8;26.8;1000
1940;7.4;0;USA;52;178.2;0
1941;7.4;0;PAPUA NEW GUINEA;-4.175;152.071;4
1941;6.9;0;COSTA RICA;8.5;-84;0
1941;7.6;4;COSTA RICA;8.7;-83.2;6
1941;8;0;INDIA;11.94;92.626;0
1941;5.9;8;YEMEN;16.4;43.5;1200
1941;7.9;7;MEXICO;18.9;-102.9;0
1941;7;8;CHINA;22.7;99.9;0
1941;7.1;0;TAIWAN;23.3;120.3;319
1941;7;9;CHINA;23.6;99.4;0
1941;6;8;CHINA;31.7;102.3;15
1941;7.4;0;JAPAN;32;132.1;0
1941;6.3;0;IRAN;33.5;58.6;730
1941;0;0;TUNISIA;36;10;0
1941;8.3;9;ATLANTIC OCEAN;37.417;-18.983;0
1941;0;0;ITALY;38.3;12.2;0
1941;6;8;TURKEY;39.5;43.3;430
1941;5.9;8;TURKEY;39.7;39.4;15
1941;6.6;6;USA;40.5;-125.25;0
1941;6;8;CHINA;47;127.2;132
1942;7.9;0;SOUTH AFRICA;-49.5;32;0
1942;0;0;ARGENTINA;-34.6;-67.9;0
1942;8.2;9;PERU;-15;-76;30
1942;7.9;9;ECUADOR;-0.75;-81.5;200
1942;5.8;0;COLOMBIA;4.6;-74.5;0
1942;7.8;0;PHILIPPINES;13.5;121;0
1942;7.9;0;GUATEMALA;14;-91;0
1942;0;0;MEXICO;16.3;-95;0
1942;6.8;8;CHINA;23.1;100.3;90
1942;6.1;8;TURKEY;39.2;28.2;16
1942;0;8;TURKEY;40.3;34.6;17
1942;0;8;TURKEY;40.6;35;4
1942;0;8;TURKEY;40.8;35.1;0
1942;7.3;10;TURKEY;40.9;36.5;1000
1942;6;10;ALBANIA;41.7;20.4;43
1942;6;8;CHINA;43;122;0
1942;6;10;CROATIA;43.4;17.2;0
1942;7.5;0;INDONESIA;       ;124;0
1943;7.9;0;AUSTRALIA;-53;159;0
1943;8.2;0;CHILE;-30.75;-72;11
1943;7.6;0;KERMADEC ISLANDS (NEW ZEALAND);-30;-177;0
1943;7.5;0;NEW CALEDONIA;-22;171;0
1943;5;0;PERU;-14.2;-71.5;75
1943;8.1;8;INDONESIA;-9.5;110;213
1943;7.6;0;INDONESIA;-6;134.5;0
1943;6.9;6;ECUADOR;-2.1;-80.5;0
1943;7.6;0;INDONESIA;-1;101;0
1943;8.1;0;PHILIPPINES;7.5;128;0
1943;7.5;7;MEXICO;16.7;-101.5;11
1943;7.8;0;USA TERRITORY;19.3;-67.5;0
1943;7.2;0;MYANMAR (BURMA);21.5;93.5;0
1943;5;6;CHINA;30.6;104.1;0
1943;7.4;0;JAPAN;35.3;133.9;1400
1943;5;0;ALGERIA;36.1;4.5;0
1943;6.5;0;CHINA;39.3;73.3;0
1943;0;0;TURKEY;40;40;550
1943;6.2;10;TURKEY;40.6;30.5;285
1943;6.6;0;TURKEY;40.8;30.5;285
1943;7.6;11;TURKEY;41;33.7;4020
1943;0;0;JAPAN;41.2;143.3;0
1943;0;12;ITALY;43.1;13.3;0
1943;0;0;BOSNIA-HERZEGOVINA;44.3;17;19
1943;7.6;0;RUSSIA;54.9;156.8;0
1944;7.8;0;ARGENTINA;-31.5;-68.5;8000
1944;7.5;0;NEW CALEDONIA;-22.5;172;0
1944;7.5;0;VANUATU;-19;169;0
1944;7.5;0;INDONESIA;-8.5;123.5;0
1944;7.5;0;PAPUA NEW GUINEA;-2.5;152.8;0
1944;8.1;0;JAPAN;34;137.1;1223
1944;5.7;10;GREECE;36.7;22.5;0
1944;4.8;8;IRAN;36.8;54.5;20
1944;6;8;TURKEY;38.9;29.3;21
1944;7;0;CHINA;39.1;75;0
1944;6.8;9;TURKEY;39.4;26.7;30
1944;7.4;10;TURKEY;41.4;32.7;2381
1944;7.2;0;CHINA;44;84;3
1944;5.6;8;USA;44.957;-74.723;0
1945;7.8;0;PAPUA NEW GUINEA;-6;150;0
1945;6.2;8;CAMEROON;2.5;15.6;0
1945;8;10;PAKISTAN;24.5;63;4000
1945;7.1;0;JAPAN;34.7;137.2;2306
1945;0;0;IRAN;35.2;52.1;20
1945;6;7;TURKEY;37.4;35.8;300
1945;0;8;TURKEY;38;28.9;7
1945;0;7;TURKEY;38.5;43.3;0
1945;0;7;TURKEY;38.5;43.3;300
1945;6.3;8;CHINA;39.5;119;17
1945;0;0;JAPAN;40.9;142.1;0
1945;6;9;UGANDA;       ;32;5
1946;7.9;0;CHILE;-26.5;-70.5;2
1946;7;7;PERU;-14;-76.25;0
1946;7.3;11;PERU;-8.5;-77.5;800
1946;7.7;0;PAPUA NEW GUINEA;-4.5;153.5;0
1946;7.9;0;DOMINICAN REPUBLIC;19.25;-69;0
1946;7.5;0;DOMINICAN REPUBLIC;19.5;-69.5;0
1946;6.8;9;TAIWAN;23.1;120.3;58
1946;7.5;0;MYANMAR (BURMA);23.9;96.2;0
1946;7.8;0;MYANMAR (BURMA);23.9;96.2;0
1946;0;0;IRAN;29.4;51.4;0
1946;0;8;IRAN;32.5;59.1;3
1946;8.1;0;JAPAN;33;135.6;1362
1946;5.6;9;ALGERIA;35.75;5;264
1946;5.6;8;TURKEY;38.2;31.8;12
1946;5.9;8;TURKEY;39.3;41.2;840
1946;7.5;0;TURKMENISTAN;39.3;55.4;400
1946;7.6;10;KYRGYZSTAN;41.5;72.5;0
1946;7.3;0;CANADA;49.87;-124.92;0
1946;0;0;USA;51.5;-174.5;0
1946;8.6;6;USA;53.492;-162.832;0
1947;7.1;4;NEW ZEALAND;-38.85;178.87;0
1947;6.9;0;NEW ZEALAND;-38.42;178.88;0
1947;7.3;10;PERU;-10.5;-75;233
1947;7.3;0;PAPUA NEW GUINEA;-6.5;148.5;0
1947;0;9;COLOMBIA;1.2;-77.2;2
1947;0;0;EL SALVADOR;13.2;-87.5;0
1947;5.5;7;CHINA;25;102;1
1947;7.6;0;PAKISTAN;25.5;63;0
1947;5.5;7;CHINA;26.7;102.9;3
1947;7.9;0;INDIA;28.5;94;0
1947;7.7;0;CHINA;33.3;99.5;0
1947;6.9;0;IRAN;33.4;58.7;500
1947;6.4;0;USA;35;-116.6;0
1947;5.3;9;ALGERIA;37;8;3
1947;6.9;9;GREECE;37;22;3
1947;4.1;7;IRAN;37.5;57.8;0
1947;7;0;JAPAN;43.8;141;0
1948;7;7;CHILE;-22.5;-69;0
1948;7.9;0;TONGA;-21;-174;0
1948;7.1;10;PERU;-17.4;-71;1
1948;6.8;7;PERU;-13.1;-76.2;4
1948;7.9;0;INDONESIA;-3;127.5;0
1948;6.2;0;INDONESIA;6;95;0
1948;8.3;9;PHILIPPINES;10.5;122;72
1948;6.9;0;MEXICO;22;-106;4
1948;6.8;8;CHINA;26.4;99.7;110
1948;5.8;8;CHINA;27.4;104;3
1948;7.3;10;CHINA;29.5;100.5;800
1948;0;0;JAPAN;33.1;135.6;0
1948;7.1;10;GREECE;35.8;27.19;0
1948;7.3;0;JAPAN;36.5;136;5131
1948;6;0;CHINA;37.2;121.8;0
1948;7.3;10;TURKMENISTAN;37.95;58.32;110000
1948;6.4;11;GREECE;38.5;20.5;6
1948;6.5;10;GREECE;38.532;20.425;2
1948;0;12;ITALY;44.6;10.9;0
1948;7.5;0;USA;54.5;-161;0
1949;7.8;0;CHILE;-54;-71;1
1949;7.8;0;CHILE;-54;-71;3
1949;7.3;0;CHILE;-38;-73.5;57
1949;7.5;0;TONGA;-18.5;-174.5;0
1949;7.5;0;PAPUA NEW GUINEA;-5.5;154;0
1949;6.8;0;ECUADOR;-1.5;-78.2;6000
1949;6.7;10;ECUADOR;-1.4;-78.5;0
1949;6.7;0;INDONESIA;5;95;0
1949;6.4;0;PHILIPPINES;17;121.5;0
1949;7.2;8;PHILIPPINES;17;121.63;0
1949;6.3;0;IRAN;27.28;56.46;0
1949;5.5;0;CHINA;30.3;102.5;0
1949;0;5;USA;33.75;-118.25;0
1949;7.5;8;AFGHANISTAN;36;70.5;0
1949;0;0;GREECE;38.2;20;0
1949;6.7;9;GREECE;38.58;26.23;7
1949;6.8;10;TURKEY;39;40.5;320
1949;7.4;10;TAJIKISTAN;39.2;70.8;3500
1949;7.3;9;CHINA;42;84;21
1949;0;12;ITALY;42.5;12.7;0
1949;7;8;USA;47.167;-122.617;8
1949;8.1;0;CANADA;53.62;-133.27;0
1949;0;0;RUSSIA;54.6;163.5;0
1950;7;6;CHILE;-53.5;-71.5;0
1950;5.8;0;NEW ZEALAND;-37.8;177.2;0
1950;8;7;CHILE;-23.5;-67.5;1
1950;7.7;6;TONGA;-19.5;-176;0
1950;7.8;0;VANUATU;-18.25;167.5;0
1950;7.9;0;PERU;-15;-69.5;0
1950;7;0;PERU;-14.25;-75.75;4
1950;6;0;PERU;-13.5;-72;83
1950;7.3;0;SOLOMON ISLANDS;-10;159.5;0
1950;0;5;BRAZIL;-8;-71;0
1950;8.1;0;INDONESIA;-6.5;129.5;0
1950;6.5;7;INDONESIA;-6;113;16
1950;7.6;0;INDONESIA;-3.8;128.3;0
1950;6.8;11;ECUADOR;-1.5;-78.2;0
1950;0;0;PANAMA;6.5;-83;0
1950;0;9;COLOMBIA;7.8;-72.5;211
1950;6.8;0;VENEZUELA;10.5;-68;100
1950;7.7;0;COSTA RICA;11;-85;0
1950;7.5;0;GUATEMALA;14.31;-91.917;0
1950;7.5;5;MEXICO;16.48;-98.22;0
1950;6.8;11;MEXICO;16.5;-100.4;0
1950;7;0;CHINA;21.7;100.1;0
1950;5.8;8;CHINA;23.5;103.1;0
1950;0;0;IRAN;27.3;53.2;20
1950;8.6;11;INDIA;28.5;96.5;1530
1950;0;0;TURKEY;40;40;20
1950;7.9;6;RUSSIA;46;144;0
1951;7.9;0;INDIAN OCEAN;-34;57;0
1951;7.9;0;PERU;-15;-69.5;0
1951;0;0;PAPUA NEW GUINEA;-9.3;147.1;3000
1951;6.1;0;PAPUA NEW GUINEA;-3.252;142.238;0
1951;7.8;0;PHILIPPINES;9.5;127.3;0
1951;6.5;0;EL SALVADOR;13;-87.8;1100
1951;6;0;NICARAGUA;13;-87.5;0
1951;5.5;0;NICARAGUA;13;-87.5;0
1951;6.2;0;MEXICO;16.1;-96.8;1
1951;6.9;0;USA;19.7;-156;0
1951;7.5;0;TAIWAN;22.9;121.5;17
1951;7.3;0;TAIWAN;23.8;121.7;68
1951;6.3;9;CHINA;26.7;100;0
1951;7.5;0;CHINA;31.1;91.4;0
1951;0;5;USA;33.5;-118.2;0
1951;6.7;9;TURKEY;40.8;33.4;50
1951;0;12;ITALY;41.6;13.8;0
1952;6.8;0;VANUATU;-18.5;169.25;0
1952;7.5;0;PERU;-14.1;-69.9;0
1952;7.8;7;PHILIPPINES;9.5;127.25;0
1952;0;0;COSTA RICA;10.3;-85.3;0
1952;0;0;COSTA RICA;10.3;-83.5;29
1952;0;0;USA;19.11;-155.033;0
1952;6.5;8;CHINA;22.7;99.8;0
1952;5.8;8;CHINA;22.9;99.7;0
1952;6.8;9;CHINA;28.3;102.2;0
1952;0;10;CHINA;30.5;91.5;54
1952;7.7;11;USA;35;-119.017;12
1952;5.8;8;USA;35.333;-118.917;2
1952;5;7;TURKEY;36.5;35.5;20
1952;5.5;8;CHINA;39;112.7;0
1952;0;7;TURKEY;39.8;39.5;94
1952;6;8;TURKEY;39.9;41.7;103
1952;7.1;0;JAPAN;41.7;142.5;0
1952;8.1;9;JAPAN;42.15;143.85;33
1952;9;7;RUSSIA;52.755;160.057;0
1953;7.6;10;CHILE;-36.5;-72.5;9
1953;7.4;0;CHILE;-22.1;-68.7;3
1953;7.5;0;VANUATU;-19;169;0
1953;6.4;0;FIJI;-18.3;178.2;2
1953;7.5;0;SOLOMON ISLANDS;-13.189;166.516;0
1953;5.5;0;PERU;-12;-77.5;0
1953;7.4;0;PAPUA NEW GUINEA;-4.449;152.868;0
1953;7.4;9;PERU;-3.4;-80.6;6
1953;5.7;0;HAITI;18.4;-73.4;2
1953;7.2;0;DOMINICAN REPUBLIC;19.8;-70.7;0
1953;5;7;CHINA;24.2;103.2;0
1953;0;0;IRAN;28.5;52.3;11
1953;0;0;IRAN;29;52;1
1953;7.4;0;JAPAN;34;141.7;1
1953;6.5;10;CYPRUS;35;32.5;40
1953;6.4;0;IRAN;35.4;55.1;970
1953;6.8;9;GREECE;38.1;20.6;0
1953;7.2;10;GREECE;38.3;20.8;476
1953;7.5;0;TURKEY;40;27.5;1070
1953;0;0;TURKEY;41.4;26.3;37
1953;5.8;0;RUSSIA;50;156.5;0
1954;5.4;8;AUSTRALIA;-34.9;138.7;0
1954;6.8;8;INDONESIA;-8;119;0
1954;6.8;9;PHILIPPINES;13;123.9;13
1954;6.2;0;MEXICO;17.3;-92.6;6
1954;7.4;0;MYANMAR (BURMA);24.5;95.3;0
1954;5;0;IRAN;27.5;52;1
1954;5;7;CHINA;29.4;104.8;0
1954;7.5;0;ATLANTIC OCEAN;29.5;-29.5;0
1954;5.3;6;CHINA;31.6;116.6;0
1954;0;0;AFGHANISTAN;36;66;2000
1954;6.7;11;ALGERIA;36;1.5;0
1954;0;11;ALGERIA;36;1.5;0
1954;6;10;ALGERIA;36;1.5;0
1954;6.7;11;ALGERIA;36.283;1.467;1243
1954;7;0;SPAIN;37;-3.5;0
1954;7;0;CHINA;38.8;104.2;0
1954;6.5;0;JAPAN;38.9;142.2;0
1954;7.3;10;CHINA;39;101.3;0
1954;7;10;GREECE;39.3;22.2;31
1954;7;10;USA;39.3;-118.2;0
1954;6.8;0;USA;39.4;-118.5;0
1954;6.8;12;USA;39.6;-118.5;0
1954;7;0;GREECE;39.8;22.1;25
1955;7.1;6;CHILE;-30;-72;0
1955;7.8;0;KERMADEC ISLANDS (NEW ZEALAND);-28;-175.5;0
1955;0;0;PERU;-16.2;-71.3;1
1955;6.5;0;SOLOMON ISLANDS;-6.9;155.7;0
1955;7.3;0;PAPUA NEW GUINEA;-5.1;152.924;0
1955;6;0;COLOMBIA;0.2;-78.4;0
1955;7.3;0;INDIA;6.5;94;0
1955;7.6;8;PHILIPPINES;8.1;123.2;400
1955;5.8;0;COSTA RICA;10;-84.5;10
1955;0;0;VENEZUELA;11.46;-69.57;0
1955;6.2;0;NICARAGUA;13;-87;0
1955;6;8;CHINA;26.5;101.1;0
1955;6.8;9;CHINA;26.6;101.8;0
1955;5.8;7;CHINA;29.9;101.4;0
1955;7.5;9;CHINA;30;101.8;39
1955;0;0;PAKISTAN;30.5;67;12
1955;6.3;0;EGYPT;32.2;29.6;22
1955;0;4;USA;33.8;-118.2;0
1955;0;0;GREECE;37.5;22;0
1955;6.8;9;TURKEY;37.5;27;4
1955;6.2;10;GREECE;39.4;23.1;8
1955;6;10;GREECE;39.5;23;7
1955;7;9;CHINA;39.9;74.6;0
1955;6.5;0;CHINA;44.2;83.6;0
1956;5.3;7;NEW ZEALAND;-38.9;175.7;0
1956;0;0;CHILE;-25.5;-71;0
1956;7.7;0;TONGA;-20;-175;0
1956;7.1;5;CHILE;-19;-70;0
1956;7.5;0;FIJI;-15;-179;0
1956;7.5;0;INDONESIA;-5.5;130;0
1956;7.3;9;ECUADOR;-0.5;-80.5;0
1956;7.3;0;NICARAGUA;12.2;-86.7;0
1956;6.5;0;MEXICO;17;-99.5;0
1956;7;0;MYANMAR (BURMA);22.2;95.7;38
1956;6;9;INDIA;23.278;70.107;156
1956;6.8;0;IRAN;27.2;54.4;347
1956;6.5;0;JAPAN;33.8;138.8;0
1956;7.6;0;AFGHANISTAN;35.1;67.5;100
1956;5.8;0;LEBANON;35.5;35.5;148
1956;6.8;0;GREECE;36.8;25.2;0
1956;7.8;9;GREECE;36.9;26;53
1956;0;0;SPAIN;37;-4;7
1956;5;7;CHINA;37.8;114;0
1956;5.7;8;GREECE;39.5;23;0
1956;5.8;8;TURKEY;40;30.5;4
1956;5;6;CHINA;40.5;115.5;0
1956;0;0;JAPAN;44.3;144.1;0
1956;4.5;7;SLOVENIA;45.5;14.3;0
1956;7.6;7;RUSSIA;46;150.5;0
1956;5.8;0;HUNGARY;47.5;19.3;2
1957;7;3;CHILE;-23.5;-71.5;0
1957;7.8;0;BOLIVIA;-21;-66;0
1957;7.5;0;FIJI;-20.4;-178.5;0
1957;7.5;0;SAMOA;-15.5;-173;0
1957;7.8;0;SOLOMON ISLANDS;-12.3;166.7;0
1957;0;0;INDONESIA;-8.2;107.3;0
1957;7.5;0;INDONESIA;-4.6;107.1;0
1957;6;0;INDONESIA;-2;116;0
1957;7.3;0;INDONESIA;-1.5;137;0
1957;7.6;0;PHILIPPINES;5.5;127.5;0
1957;7.9;7;MEXICO;16.5;-99.1;65
1957;7.2;0;TAIWAN;23.9;121.6;11
1957;0;0;IRAN;28.3;53.3;0
1957;0;0;IRAN;33.4;52.5;16
1957;7.1;0;IRAN;34.3;47.8;1200
1957;6.6;9;IRAN;36.1;52.7;1100
1957;5.6;0;TUNISIA;36.2;8.9;13
1957;6.9;0;TURKEY;36.31;28.62;0
1957;7.1;10;TURKEY;36.4;28.55;18
1957;5;6;CHINA;38;112.5;0
1957;7;10;GREECE;39.4;22.8;2
1957;7.1;9;TURKEY;40.7;30.9;500
1957;8.1;11;MONGOLIA;45.5;99.5;30
1957;8.6;0;USA;51.292;-175.629;0
1957;7.5;5;USA;55;-165.2;0
1957;7.6;10;RUSSIA;56.2;116.4;0
1958;6.1;0;PACIFIC OCEAN;-50;-115;0
1958;6.8;0;CHILE;-33.785;-70.112;7
1958;0;0;PERU;-18;-65;4
1958;7.3;9;PERU;-16.5;-72;28
1958;7.5;0;PERU;-13.5;-69;0
1958;6.7;8;INDONESIA;-9.5;112.5;8
1958;6.7;0;INDONESIA;-4.5;104;0
1958;7.6;9;COLOMBIA;1.5;-79.5;111
1958;0;10;COLOMBIA;2;-79;22
1958;5.8;7;CHINA;22.5;109.5;0
1958;7.5;0;JAPAN;25;125;0
1958;6.2;7;CHINA;31.5;104;0
1958;6.7;0;IRAN;34.4;47.9;132
1958;0;0;IRAN;36;49;20
1958;0;0;IRAN;36.5;53;0
1958;0;0;AZORES (PORTUGAL);38.5;-28.8;0
1958;0;0;RUSSIA;44.2;148.8;0
1958;0;12;ITALY;44.3;9.9;0
1958;0;12;ITALY;44.4;8.8;0
1958;8.3;10;RUSSIA;44.53;148.54;0
1958;0;0;RUSSIA;49.3;156.4;0
1958;7.8;11;USA;58.37;-136.665;0
1959;7.7;0;KERMADEC ISLANDS (NEW ZEALAND);-28.5;-177;0
1959;7.5;0;BOLIVIA;-20.369;-68;1
1959;0;7;PERU;-13.5;-74;7
1959;7.3;0;SOLOMON ISLANDS;-7.5;156;0
1959;7.4;7;PERU;-4;-81.5;0
1959;6.8;0;MEXICO;17;-96.3;0
1959;6.9;0;MEXICO;18.3;-94.4;25
1959;7;0;TAIWAN;22.18;121.13;16
1959;7.5;0;TAIWAN;24.78;122.7;2
1959;5;6;CHINA;31.8;115.3;0
1959;5.4;7;CHINA;35.6;110.9;0
1959;5.5;8;ALGERIA;36.4;2.6;0
1959;6.3;8;TURKEY;37;28.7;0
1959;0;0;JAPAN;37.5;142.2;0
1959;0;0;JAPAN;37.5;143.2;0
1959;6.4;0;CHINA;38.75;75.317;0
1959;6.2;0;TURKEY;39.1;41.6;18
1959;6.1;10;ALBANIA;40.9;19.8;2
1959;0;12;ITALY;42.9;12.6;0
1959;5.5;8;FRANCE;44;6.8;0
1959;5;0;RUSSIA;44.3;149;0
1959;0;12;ITALY;44.5;9.6;0
1959;0;12;ITALY;44.5;10.8;0
1959;7.7;10;USA;44.712;-111.215;28
1959;7.2;0;RUSSIA;45.89;151.11;0
1959;8.2;10;RUSSIA;52.5;159.5;1
1959;7;10;RUSSIA;53.9;160.5;0
1960;7.4;0;CHILE;-38.5;-75.1;0
1960;9.5;12;CHILE;-38.143;-73.407;2000
1960;8.2;0;CHILE;-37.872;-73.243;0
1960;7.8;10;PERU;-15.75;-72.75;63
1960;7;0;PERU;-15;-75;63
1960;6.6;0;PAPUA NEW GUINEA;-9.4;152.3;0
1960;6.7;0;PERU;-6.8;-80.7;0
1960;6.6;0;CONGO;-3.6;29;24
1960;0;0;ECUADOR;-1.5;-79;11
1960;0;8;INDONESIA;-0.5;121.5;0
1960;0;0;PHILIPPINES;11.1;122.3;3
1960;6;0;IRAN;28;54.5;420
1960;0;0;INDIA;28.6;76.7;0
1960;5.9;10;MOROCCO;30.45;-9.62;13100
1960;6.8;9;CHINA;32.7;103.7;0
1960;5.3;6;CHINA;33.8;104.5;0
1960;5.6;0;ALGERIA;36;4.1;47
1960;6.7;0;JAPAN;39.4;143.7;0
1960;7.5;0;JAPAN;39.8;143.4;0
1960;6.5;0;GREECE;40;20;8
1960;6.7;0;JAPAN;40.3;142.5;0
1960;5.8;8;CHINA;44.7;127;0
1961;7.5;0;SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS;-59.5;-27.3;0
1961;7.7;0;SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS;-58;-27;0
1961;7.7;0;SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS;-56.26;-27.283;0
1961;6.5;0;CHILE;-36.7;-73;0
1961;7.5;0;KERMADEC ISLANDS (NEW ZEALAND);-28.3;-175.7;0
1961;7.3;0;VANUATU;-18.421;168.411;0
1961;7.5;0;PERU;-10.5;-70.7;0
1961;6.4;0;SOLOMON ISLANDS;-9.849;160.614;0
1961;6.5;8;INDONESIA;-8.2;122;2
1961;6.9;0;COLOMBIA;4.6;-75.6;23
1961;6.5;0;COLOMBIA;8.9;-73.4;0
1961;6.5;9;ETHIOPIA;10.4;39.9;30
1961;7.6;0;INDIA;24.9;93.34;0
1961;5.8;8;CHINA;24.97;98.63;0
1961;6;8;CHINA;27.73;99.75;0
1961;6.6;0;IRAN;27.9;54.6;60
1961;0;0;JAPAN;29.6;131.8;0
1961;4.9;7;CHINA;30.5;110;0
1961;7.3;0;JAPAN;31.6;131.8;2
1961;0;0;IRAN;33.5;49.4;5
1961;0;0;IRAN;33.6;48.1;2
1961;0;0;USA;34;-118;0
1961;5.7;7;CHINA;34.33;104.78;0
1961;0;0;JAPAN;36;142.3;0
1961;0;0;JAPAN;36;141.9;0
1961;7.3;0;JAPAN;36;136.7;10
1961;0;0;JAPAN;36.2;141.9;0
1961;6.5;0;TURKEY;36.7;28.5;0
1961;0;0;ITALY;38;15.3;15
1961;6.8;9;CHINA;39.8;77.7;0
1961;0;0;JAPAN;42.7;145.7;0
1961;0;0;JAPAN;42.9;145.6;0
1961;0;0;RUSSIA;43.2;147.9;0
1961;6.7;0;RUSSIA;46.338;149.548;0
1961;6.6;0;RUSSIA;50.016;156.099;0
1962;7.3;0;CHILE;-37.8;-72.5;0
1962;6.3;0;PERU;-10;-79;9
1962;6.8;0;COLOMBIA;5.2;-76.4;47
1962;7.4;0;PANAMA;7.5;-82;0
1962;6.8;0;PANAMA;8.008;-82.757;0
1962;7;8;MEXICO;17.2;-99.6;4
1962;7.2;0;MEXICO;17.2;-99.5;3
1962;5.5;7;CHINA;23.6;106.1;0
1962;6.1;8;CHINA;23.72;114.67;1
1962;6.2;7;CHINA;25.2;101.2;0
1962;5.5;0;IRAN;28.1;55.6;0
1962;0;7;IRAN;33.6;59;5
1962;5;8;IRAN;35.1;58.7;6
1962;7.2;9;IRAN;35.63;49.87;12225
1962;5.3;8;TUNISIA;36;9;0
1962;6.8;0;CHINA;37.1;96;0
1962;6.8;0;GREECE;37.8;22.9;1
1962;7.2;0;JAPAN;38.073;142.741;0
1962;5.5;7;CHINA;38.12;106.27;0
1962;6.8;0;JAPAN;38.8;140.9;1
1962;5.5;0;GREECE;39.6;23.3;0
1962;4.5;5;GREECE;39.8;25;0
1962;5.5;6;TURKEY;39.9;43.9;1
1962;6;0;ALBANIA;40.9;19.5;15
1962;6.1;0;ITALY;41.4;15.5;16
1962;5.7;0;JAPAN;41.8;142.4;0
1962;5.8;7;USA;41.8;-111.8;0
1962;0;0;JAPAN;42.2;143.9;0
1962;5.9;8;CROATIA;43.3;17.1;4
1962;6.1;9;CROATIA;43.3;17.1;1
1962;6.3;0;BOSNIA-HERZEGOVINA;43.6;18.3;0
1962;6.4;8;CHINA;44.68;81.58;0
1962;5.3;8;FRANCE;45;5.6;0
1962;6.5;0;USA;52.47;-168.54;0
1963;7.5;0;TONGA;-24.8;-176.6;0
1963;7.7;0;PERU;-13.8;-69.3;0
1963;7.5;0;SOLOMON ISLANDS;-10.472;165.77;0
1963;7;0;PERU;-10.385;-78.022;1
1963;7.5;0;SOLOMON ISLANDS;-10.286;165.413;0
1963;6;0;INDONESIA;-8.2;115.6;0
1963;8.3;0;INDONESIA;-6.86;129.58;0
1963;6.6;0;INDONESIA;-6.4;105.4;0
1963;5.5;0;NICARAGUA;12.2;-86.9;0
1963;7.3;0;TAIWAN;24.5;122.1;15
1963;6;7;CHINA;25.8;99.5;0
1963;5.2;0;IRAN;28.2;55.7;5
1963;5.4;0;LIBYA;32.6;21;300
1963;5.1;0;IRAN;33.2;49.2;0
1963;5.3;0;INDIA;33.9;74.8;80
1963;7.2;0;IRAN;34.4;47.9;100
1963;7;8;CHINA;35.7;97;0
1963;4.5;9;IRAN;36.9;57.8;4
1963;7;0;IRAN;37;57.9;4
1963;6.5;0;CHINA;39.8;74.2;1
1963;6.1;0;TURKEY;40.75;29;1
1963;0;12;ITALY;40.8;15.6;0
1963;6;10;MACEDONIA;42.1;21.3;1070
1963;7.1;0;RUSSIA;44.426;149.272;0
1963;8.5;9;RUSSIA;44.77;149.798;0
1963;7.9;0;RUSSIA;44.772;150.563;0
1963;4.9;7;SLOVENIA;46.1;14.8;0
1963;5.8;7;CHINA;47.9;130.6;0
1964;7.5;0;VANUATU;-15.5;166.5;0
1964;7.6;8;PAPUA NEW GUINEA;-5.7;150.7;0
1964;6;0;TANZANIA;-4;34.9;1
1964;5.2;0;INDONESIA;-3.7;119.4;8
1964;7;7;INDONESIA;5.9;95.7;0
1964;7.4;0;MEXICO;18.3;-100.4;78
1964;7;0;TAIWAN;23.2;120.6;107
1964;5.4;7;CHINA;26.1;101;0
1964;0;0;IRAN;27;54;0
1964;4.7;0;CHINA;35.1;111.6;0
1964;6.1;8;TURKEY;38.1;38.3;8
1964;7.5;5;JAPAN;38.65;139.2;26
1964;4.6;0;AZORES (PORTUGAL);38.8;-28.4;0
1964;6.9;0;JAPAN;40.3;139;0
1964;7;10;TURKEY;40.3;28.2;19
1964;6.6;0;JAPAN;40.4;139;0
1964;0;0;JAPAN;40.4;138.9;0
1964;6;8;CROATIA;45.3;18.1;3
1964;6.8;0;RUSSIA;47.159;153.876;0
1964;9.2;10;USA;61.017;-147.648;15
1965;6.5;3;CHILE;-42.9;-75.13;0
1965;7.3;0;CHILE;-32.4;-71.2;400
1965;6;6;CHILE;-31.81;-71.26;0
1965;7;0;CHILE;-25.67;-70.63;0
1965;7.3;0;VANUATU;-15.9;166.8;0
1965;7.6;0;VANUATU;-15.8;167.2;0
1965;7.6;0;INDONESIA;-2.4;126.1;71
1965;6;6;EL SALVADOR;13.5;-89.3;125
1965;7.8;0;MEXICO;16.3;-95.8;6
1965;6.1;7;CHINA;22.4;101.6;0
1965;6;0;IRAN;28.1;55.9;0
1965;6;0;JAPAN;34.9;138;1
1965;5.5;7;CHINA;35;111.63;0
