YEAR;EQ_PRIMARY;INTENSITY;COUNTRY;LATITUDE;LONGITUDE;DEATHS
1510;0;10;SLOVENIA;46.1;14.5;0
1510;0;0;GERMANY;48.8;10.5;2000
1511;5.8;7;CHINA;26.6;100;0
1511;0;10;ITALY;46.1;13.4;3000
1511;6.5;10;SLOVENIA;46.2;13.433;15
1512;6.5;8;CHINA;25;98.5;0
1512;0;7;SWITZERLAND;46.4;9;0
1513;8.7;8;PERU;-17.2;-72.3;0
1514;5.5;7;CHINA;25.1;99.1;0
1514;0;10;GREECE;37.8;21;0
1515;0;8;CHINA;25.7;100.2;200
1515;7;9;CHINA;26.6;100.2;100
1516;0;10;CROATIA;42.6;18.1;0
1516;0;10;CROATIA;42.6;18.1;0
1516;0;10;ROMANIA;45.7;26.6;0
1517;5.5;7;CHINA;24.1;102.6;0
1518;0;11;SPAIN;37.2;-1.5;0
1518;6.7;9;NORTH KOREA;38;125;0
1520;0;10;CHILE;-40;-74;0
1520;5.5;7;CHINA;25.3;100.3;0
1520;7;0;JAPAN;33.6;136.3;0
1522;0;11;SPAIN;36.97;-2.66;0
1522;0;10;AZORES (PORTUGAL);37.7;-25.4;5000
1523;0;0;MEXICO;19.2;-96.4;0
1524;0;0;INDIA;17;73.2;0
1527;0;0;IRAN;38;46.2;0
1530;8;10;VENEZUELA;10.5;-64.2;0
1530;0;10;CROATIA;42.6;18.1;0
1531;4.8;6;CHINA;30.7;117.5;0
1531;7.7;10;PORTUGAL;38.7;-9.1;30000
1535;5;0;CHINA;25.8;116.4;0
1536;7.3;10;CHINA;28.1;102.1;3
1538;0;0;MEXICO;19.2;-99.1;0
1538;0;11;ITALY;40.6;14.1;0
1539;0;0;HONDURAS;16.2;-88.5;0
1539;5.5;7;CHINA;23.6;102.8;0
1541;0;0;VENEZUELA;10.8;-64.2;0
1542;0;0;MEXICO;19.2;-99.1;0
1542;6.6;10;ITALY;37.07;15.3;0
1542;0;10;ITALY;44.07;11.3;113
1543;0;10;CHILE;-19;-70.5;0
1543;0;0;VENEZUELA;10.5;-64.2;0
1545;0;0;JAPAN;34.8;139;0
1545;0;0;CHINA;37.2;111.7;0
1546;7;11;ISRAEL;32;35.5;0
1547;0;10;AZORES (PORTUGAL);38.7;-27.3;0
1549;0;0;IRAN;33.5;59.1;3000
1550;0;0;IRAN;38;46;0
1550;0;10;ITALY;40.7;15.1;0
1551;5;6;CHINA;25.8;105.2;0
1551;0;9;PORTUGAL;38.7;-9.1;2000
1552;7.6;9;PERU;-16.6;-71.3;0
1553;6.3;8;SOUTH KOREA;35.8;128.8;0
1555;8.4;7;PERU;-11.9;-77.6;0
1555;0;12;MACEDONIA;42.8;22.8;0
1556;7.6;0;ECUADOR;-0.2;-78.6;0
1556;8;11;CHINA;34.5;109.7;830000
1556;0;5;TURKEY;41;29;0
1556;0;0;TURKEY;41;29;0
1556;0;0;AUSTRIA;46.9;13.7;0
1560;5.5;7;CHINA;24.2;102.7;100
1560;5.5;7;CHINA;24.9;103.2;0
1561;7.3;10;CHINA;37.5;106.2;1001
1561;0;0;CHINA;38;112;0
1561;0;10;ITALY;40.5;14.7;600
1561;0;10;ITALY;40.5;15.5;0
1562;8;11;CHILE;-38.7;-73.5;0
1563;0;10;MONTENEGRO;42.4;18.8;0
1564;0;0;DOMINICAN REPUBLIC;19.1;-70.3;0
1564;5.8;9;FRANCE;44.017;7.283;650
1565;0;0;GUATEMALA;14.6;-90.7;0
1566;7.8;7;COLOMBIA;3;-77.3;0
1566;0;0;GUATEMALA;14.6;-90.7;0
1566;0;0;IRAN;27.7;54.3;0
1568;0;0;MEXICO;20.2;-103.5;60
1568;6.8;9;CHINA;34.4;109;200
1568;6;0;CHINA;39;119;0
1570;8.3;11;CHILE;-36.75;-73;0
1570;0;9;ITALY;45.3;11.4;125
1571;6;8;CHINA;24.1;102.7;0
1573;0;0;MEXICO;19.2;-104;0
1573;6.8;9;CHINA;34.4;104;0
1574;0;0;IRAN;34;51.4;1200
1574;0;10;CROATIA;45.1;14.8;0
1574;0;7;SWITZERLAND;46.2;6.2;0
1575;8.5;10;CHILE;-39.8;-73.2;21
1575;7.8;0;ECUADOR;-0.2;-78.6;0
1577;6.5;8;CHINA;25;98.6;170
1578;0;0;PERU;-12.5;-77;0
1579;0;0;COSTA RICA;8.705;-83.88;0
1579;5;6;CHINA;25.1;99.9;10
1579;0;0;MOROCCO;35.3;-2.97;0
1580;6.2;0;UK;51.019;1.309;0
1581;6.4;10;PERU;-14.1;-71.5;0
1582;8.2;10;PERU;-16.6;-71.6;0
1582;7.8;7;PERU;-12.2;-77.6;0
1582;0;0;ITALY;40.6;14.1;0
1584;8.4;7;PERU;-11.8;-77.8;0
1584;0;5;SWITZERLAND;46.2;7;0
1584;5.4;5;SWITZERLAND;46.3;7;0
1584;5.9;7;SWITZERLAND;46.33;6.97;100
1586;8.5;10;PERU;-12.3;-77.7;22
1586;0;0;GUATEMALA;14.553;-90.735;0
1586;5.5;7;CHINA;25.3;100.3;20
1586;8.2;0;JAPAN;35;136.8;8000
1587;6.2;9;PERU;-5.3;-80.5;0
1587;0;9;ECUADOR;-0.22;-78.5;0
1587;0;10;PORTUGAL;37.1;-8;170
1588;6;8;CHINA;24;102.8;0
1588;0;0;IRAN;29.4;52.3;0
1589;6.7;0;JAPAN;34.8;138.2;0
1589;0;10;SPAIN;37.9;-4.8;0
1590;7.7;7;PERU;-17.2;-72.9;0
1590;0;0;ECUADOR;-0.5;-78.2;0
1590;5.5;7;CHINA;35.4;103.9;0
1590;0;10;CROATIA;45;14.9;0
1590;0;10;CROATIA;45.9;16.3;0
1590;6.6;10;AUSTRIA;48.3;15.5;0
1591;0;10;AZORES (PORTUGAL);37.783;-25.5;0
1593;0;8;FRANCE;47.1;0.1;0
1594;0;9;PERU;-14;-76;40
1596;6.9;0;JAPAN;33.3;131.7;0
1597;6.4;0;JAPAN;33.3;131.6;0
1597;0;9;PORTUGAL;38.8;-9.4;0
1598;0;0;PORTUGAL;38.8;-9.4;0
1599;0;8;PHILIPPINES;14.6;121;0
1600;7.9;11;PERU;-16.8;-70.9;0
1600;8.1;10;PERU;-16.6;-70.8;0
1600;0;6;PHILIPPINES;14.6;121;0
1600;7;9;CHINA;23.5;117.2;0
1601;0;8;PHILIPPINES;14.6;121;0
1601;6.2;8;SWITZERLAND;46.8;8.5;9
1602;7.2;0;JAPAN;35.1;140.5;0
1603;0;0;MEXICO;18;-92.5;0
1604;0;10;CHILE;-29.9;-71.3;0
1604;8.5;11;PERU;-17.88;-70.94;100
1604;0;0;MEXICO;17;-96.3;0
1604;8;0;CHINA;25;119.5;0
1604;0;10;GREECE;35.5;25.5;0
1605;7.5;10;CHINA;19.9;110.5;2000
1605;7.9;0;JAPAN;33;134.9;0
1605;7.9;0;JAPAN;33.5;138.5;0
1606;6.5;9;CHINA;23.6;102.8;2000
1608;0;0;MEXICO;17;-96.3;0
1608;7.6;0;IRAN;36.4;50.5;0
1608;0;10;MONTENEGRO;42.4;18.7;0
1608;0;10;MONTENEGRO;42.4;18.7;0
1608;0;11;MACEDONIA;42.4;18.5;0
1609;8.6;8;PERU;-11.9;-77.4;0
1609;0;0;ITALY;38.6;16.3;0
1609;7.3;10;CHINA;39.2;99;840
1610;7.9;10;VENEZUELA;8.3;-71.8;60
1610;0;9;PHILIPPINES;17;122;0
1610;0;8;SWITZERLAND;47.5;7.5;0
1611;0;0;MEXICO;19.5;-99.1;0
1611;0;0;MEXICO;19.5;-99.1;0
1611;5.5;7;CHINA;21.5;111.3;2
1611;0;8;IRAN;35.1;58.9;0
1611;0;0;JAPAN;37.5;140;3700
1611;8.1;0;JAPAN;39;144.5;0
1612;0;0;GREECE;35.5;25.5;0
1612;0;10;GREECE;38.8;20.8;0
1613;0;0;GREECE;35.3;25.1;0
1613;6.3;8;SOUTH KOREA;37.2;127;0
1613;5.6;10;ITALY;38.117;14.783;103
1614;6.5;8;CHINA;37.2;112.5;0
1614;7.7;0;JAPAN;37.5;138;0
1614;0;11;AZORES (PORTUGAL);38.4;-27;0
1614;0;10;AZORES (PORTUGAL);38.4;-24.1;0
1615;7.5;10;CHILE;-18.5;-70.35;0
1615;0;0;USA TERRITORY;18.5;-70;0
1615;6.4;0;JAPAN;35.7;139.7;0
1615;5.7;8;UKRAINE;44.9;35.5;0
1616;0;9;SYRIA;36.1;37.1;0
1616;7;0;JAPAN;38.1;142;0
1616;7.5;0;JAPAN;39;144.5;0
1616;0;8;SWITZERLAND;46.8;8.4;0
1618;0;9;INDIA;18.9;72.9;2000
1618;0;0;IRAN;35;58;800
1618;6.5;8;CHINA;37;111.9;0
1618;0;8;FRANCE;43.6;7.3;0
1618;0;7;SWITZERLAND;46.3;9.5;0
1619;8.6;9;PERU;-7.941;-79.038;350
1619;0;0;MEXICO;17;-96.3;0
1619;0;10;PHILIPPINES;18.2;121.6;0
1619;6.4;0;JAPAN;32.5;130.6;0
1619;0;0;GERMANY;52.3;14.6;0
1620;0;9;PHILIPPINES;10.8;122.5;0
1620;5.8;9;UZBEKISTAN;40.9;71.4;0
1621;0;0;PANAMA;8.6;-79.3;0
1621;5.5;7;CHINA;39.5;116.7;0
1622;0;0;MEXICO;23;-103;0
1622;7;10;CHINA;36.5;106.3;12000
1622;0;10;GREECE;37.5;21;0
1622;0;6;SWITZERLAND;46.8;10.3;0
1622;0;7;SWITZERLAND;46.8;10.3;0
1624;0;0;MOROCCO;34;-4.6;0
1624;0;10;ITALY;44.6;11.8;0
1625;0;10;GREECE;38.8;20.8;0
1626;0;10;ITALY;38.8;16.4;0
1626;7;9;CHINA;39.4;114.2;5200
1626;0;0;ITALY;40.4;14.1;0
1627;0;8;ECUADOR;-0.2;-78.5;0
1627;8;10;PHILIPPINES;18.4;121.6;0
1627;6;8;CHINA;37.5;105.5;0
1627;6.7;10;ITALY;41.733;15.35;5000
1628;0;9;PHILIPPINES;13.2;123.7;0
1628;6.3;8;CHINA;40.6;114.2;63
1628;5;8;SLOVENIA;46;15.5;0
1629;0;0;INDONESIA;-4.6;129.9;0
1629;7;8;GREECE;36;25;0
1629;0;0;GERMANY;53.6;12.3;0
1630;8.1;7;PERU;-12.2;-77.5;0
1630;0;0;INDONESIA;-4.6;129.9;0
1630;6.3;8;CHINA;32.6;104.1;0
1630;0;10;GREECE;38.7;20.6;0
1631;5.7;9;ETHIOPIA;11.2;41.7;0
1631;6.5;8;CHINA;29.3;111.7;0
1631;6;5;CHINA;35.3;104.3;0
1631;5;6;CHINA;35.5;107.8;0
1631;0;0;ITALY;40.821;14.426;0
1632;0;10;CROATIA;42.4;18.4;0
1633;0;0;CHILE;-41.8;-73.8;0
1633;7.1;0;JAPAN;35.2;139.2;150
1633;6.9;10;GREECE;37.5;21;0
1633;0;0;IRAN;38;46.2;0
1634;5.5;7;CHINA;30.7;115.1;0
1634;6;8;CHINA;34.1;105.3;30
1634;5.5;7;CHINA;35.1;107.6;0
1636;5.7;9;GHANA;5.1;-2.2;0
1636;0;9;PHILIPPINES;7.6;123.7;0
1636;7.2;10;GREECE;38.1;20.3;520
1636;0;0;GREECE;38.1;20.3;0
1638;7;11;ITALY;39.033;16.283;9581
1638;0;9;ITALY;39.25;16.75;52
1639;0;10;CHILE;-30;-71.4;0
1639;0;0;IRAN;36.2;50;12000
1639;0;10;CROATIA;42.5;18.1;0
1639;0;10;ITALY;42.6;13.3;0
1640;0;0;ECUADOR;-1.7;-78.6;5000
1640;0;0;CHINA;23;117;0
1640;5.1;7;IRAN;38.2;46.3;0
1640;0;9;ITALY;38.57;16.53;300
1640;6.5;0;JAPAN;42.07;140.68;0
1640;0;10;SLOVENIA;45.9;15.5;0
1640;0;0;GERMANY;50.8;5.7;0
1641;7.6;0;ECUADOR;-1.5;-78.5;0
1641;0;9;VENEZUELA;10.9;-66.7;0
1641;0;10;PHILIPPINES;18.2;121.7;0
1641;5.8;7;CHINA;23.5;116.5;0
1641;0;9;IRAN;38;46.1;30000
1641;0;10;BULGARIA;42.3;22.7;0
1642;6;8;CHINA;35.1;111.1;0
1642;6.7;0;JAPAN;35.2;140.6;0
1643;6.5;0;SOUTH KOREA;35.5;129.5;0
1644;7;10;COLOMBIA;7.5;-72.5;0
1644;0;8;VENEZUELA;7.6;-73;0
1644;6.9;0;JAPAN;39.4;140.1;0
1644;0;8;FRANCE;43;8;150
1645;7.5;0;ECUADOR;-1.7;-78.6;0
1645;8;10;PHILIPPINES;14.4;121;600
1645;0;7;PHILIPPINES;14.4;121;0
1646;7.6;0;JAPAN;37.7;141.7;0
1646;0;0;TURKEY;38.3;43.2;0
1646;0;7;TURKEY;41.04;28.98;0
1646;0;10;ITALY;41.9;15.8;0
1646;5.2;7;ITALY;43.55;10.317;0
1647;8.5;11;CHILE;-33.4;-70.6;1000
1647;0;0;PERU;-15.5;-75;0
1647;6.4;0;JAPAN;36;140;0
1648;0;0;NICARAGUA;12.5;-86.8;0
1648;0;8;PHILIPPINES;15;121;0
1648;0;0;TURKEY;38.3;43.2;2000
1648;0;10;CROATIA;45;14.9;0
1649;0;0;JAPAN;35.5;140;200
1649;6.5;0;SOUTH KOREA;35.5;126;0
1649;5;8;ITALY;38.183;15.55;0
1650;8.1;10;PERU;-13.5;-72;0
1650;0;0;GREECE;36.4;25.4;0
1650;0;0;IRAN;38;46.2;0
1652;6.8;9;CHINA;25.4;100.5;3000
1652;5.8;9;RUSSIA;42.1;47.7;0
1653;0;0;PHILIPPINES;13.1;121.6;0
1653;7.5;10;TURKEY;38.2;28.2;2500
1654;0;0;PERU;-12.1;-76.6;11000
1654;8;11;CHINA;34.3;105.5;10400
1654;0;9;SPAIN;40.1;3.6;0
1654;0;10;ITALY;41.4;13.6;600
1655;7.7;10;PERU;-12.3;-77.6;0
1655;0;10;GREECE;35;25;0
1656;0;0;PERU;-12.5;-77;11000
1656;0;9;LEBANON;34.4;35.85;0
1657;8;11;CHILE;-36.83;-73.03;0
1657;0;0;CHILE;-33.5;-70.7;0
1657;0;0;PERU;-12.4;-76.8;11000
1657;0;0;INDONESIA;-3;128;0
1657;6;8;CHINA;31.5;103.6;0
1657;0;8;FRANCE;47.1;0.6;0
1658;0;0;PERU;-8.1;-79;0
1658;0;9;PHILIPPINES;14.4;120.6;0
1658;0;10;GREECE;38;21;0
1658;6;8;CHINA;39.4;115.7;0
1659;0;0;INDONESIA;-6.92;129.125;0
1659;0;0;JAPAN;37.5;140;39
1659;0;0;ITALY;38.7;16.3;2035
1660;7.7;0;ECUADOR;-0.2;-78.5;0
1660;0;0;MOROCCO;35.3;-2.97;0
1660;0;10;GREECE;38.4;22.4;2
1660;0;9;FRANCE;43.1;0.2;0
1660;0;6;ITALY;44.63;10.93;0
1661;6;8;TAIWAN;23;120.2;0
1661;0;10;ITALY;44.1;12;0
1662;0;0;ECUADOR;-0.2;-78.4;0
1662;0;0;MEXICO;17;-96.3;0
1662;7.6;0;JAPAN;31.7;132;0
1662;0;10;GREECE;35;25;0
1662;0;0;JAPAN;35.5;136;600
1663;0;0;NICARAGUA;12.4;-86.6;0
1663;0;10;CANADA;47.6;-70.1;0
1664;7.3;10;PERU;-14.1;-75.8;400
1664;6.3;8;SOUTH KOREA;35.5;127.1;50
1664;0;0;IRAN;38.1;46.3;1500
1664;5.5;7;CHINA;38.7;112.7;0
1665;0;8;PHILIPPINES;14.6;121;19
1665;0;10;GREECE;35;25;0
1665;0;0;IRAN;35.4;52;0
1666;6.4;0;JAPAN;35;136.8;0
1666;0;0;IRAQ;36;42.5;0
1666;0;0;JAPAN;37;138;1500
1667;0;0;JAMAICA;18.3;-77.5;0
1667;0;0;MEXICO;18.8;-98;0
1667;6.7;0;JAPAN;25;125.5;0
1667;0;0;IRAN;37.2;50;0
1667;0;0;IRAN;37.2;57.5;12000
1667;6.6;6;TURKEY;38.4;27.1;0
1667;6.9;10;AZERBAIJAN;40.6;48.6;80000
1667;7.2;11;CROATIA;42.6;18.1;5000
1668;0;0;PAKISTAN;24;68;0
1668;8.5;12;CHINA;35.3;118.6;42578
1668;0;0;IRAN;38;46.2;0
1668;6.4;6;NORTH KOREA;38;126;0
1668;6.6;9;TURKEY;38.4;27.1;17500
1668;0;4;USA;42.35;-71.05;0
1669;0;10;ITALY;37.6;15;0
1669;5.7;9;AZERBAIJAN;40.6;48.6;7000
1670;0;0;IRAN;27.5;53.6;0
1670;6.8;0;CHINA;33;122.5;0
1670;6.4;0;JAPAN;35.5;141;0
1670;6.3;8;SOUTH KOREA;35.9;126.5;0
1670;0;9;AUSTRIA;47.2;11.4;0
1671;6.9;0;JAPAN;33.4;134.7;0
1671;0;9;AZERBAIJAN;40.6;48.6;0
1672;0;10;GREECE;36.5;25.5;0
1672;0;0;GREECE;40;26;0
1672;5.6;10;ITALY;43.933;12.583;1500
1673;0;0;INDONESIA;-3;128;0
1673;0;0;INDONESIA;1.375;127.52;0
1673;0;0;INDONESIA;1.375;127.52;0
1673;0;0;DOMINICAN REPUBLIC;18.3;-69.5;5
1673;6.6;8;IRAN;36.3;59.3;5600
1674;6.8;0;INDONESIA;-3.75;127.75;86
1674;0;0;INDONESIA;-3.7;128.2;0
1674;7.7;10;ECUADOR;-1.7;-79;0
1674;0;10;GREECE;39.5;20;0
1675;0;8;PHILIPPINES;13;121;0
1676;0;0;JAPAN;34.5;132;7
1677;0;0;PHILIPPINES;14.5;120.5;2
1677;0;0;JAMAICA;17.6;-76.5;0
1677;5.5;7;CHINA;33.4;104.8;0
1677;7.4;0;JAPAN;35;141.5;0
1677;8.1;0;JAPAN;40;144;0
1678;8.4;9;PERU;-9;-79;0
1678;0;0;CUBA;20;-75.5;0
1678;0;0;IRAN;34.2;58.4;0
1678;0;0;IRAN;37.1;50;0
1678;7.4;0;JAPAN;38.6;142;1
1679;0;0;YEMEN;13.3;43.3;0
1679;5;7;CHINA;31.4;119.5;0
1679;8;11;CHINA;40;117;13162
1679;5.9;0;TURKEY;40.1;44.7;7600
1680;6.8;9;CHINA;25;101.5;2700
1680;0;0;JAPAN;34.6;137.6;0
1680;0;9;SPAIN;36.5;-4.4;70
1681;7.5;10;CHILE;-18.5;-70.35;0
1681;0;0;SOUTH KOREA;37.5;129.5;0
1682;0;0;MEXICO;17;-96.3;0
1682;0;0;CUBA;20;-75.5;0
1682;0;9;FRANCE;48;6.5;0
1683;0;0;IRAN;27.7;54.3;0
1683;7;9;CHINA;38.7;112.7;1001
1683;0;0;ARMENIA;40.1;44.3;0
1684;0;0;DOMINICAN REPUBLIC;19;-71;0
1687;7.5;8;CHILE;-32.8;-70.7;0
1687;8.5;10;PERU;-13.5;-76.5;5000
1687;7.3;0;ECUADOR;-1.3;-78.6;0
1687;0;0;JAMAICA;18.3;-77.5;0
1687;0;0;IRAN;36.2;59.4;0
1688;0;0;JAMAICA;17.6;-76.5;0
1688;0;0;JAMAICA;17.917;-76.867;0
1688;0;0;PAKISTAN;24;68;0
1688;6.3;8;CHINA;26.5;99.9;190
1688;7;10;TURKEY;38.4;26.9;16000
1688;7.5;0;GREECE;38.4;26.9;0
1688;0;10;ITALY;40.38;16.55;2000
1688;0;11;ITALY;41.17;14.75;3311
1688;5.3;7;RUSSIA;43.7;44.7;0
1688;0;10;ITALY;44.4;12;0
1689;6.8;10;ECUADOR;-2.2;-78.9;0
1689;0;9;AUSTRIA;47.7;10.9;19
1690;8;9;ANTIGUA AND BARBUDA;17.5;-61.5;0
1690;0;10;AUSTRIA;46.6;13.8;20
1691;0;0;DOMINICAN REPUBLIC;18.3;-70.4;0
1692;7;9;ARGENTINA;-25.4;-64.8;0
1692;0;0;JAMAICA;17.8;-76.7;1000
1692;0;0;ARMENIA;40.1;44.3;0
1693;0;0;CUBA;23.1;-82.4;0
1693;6;11;ITALY;37.333;15.167;60000
1694;5.5;7;TAIWAN;25;121.5;0
1694;0;0;JAPAN;40;139.5;394
1694;0;10;ITALY;40.7;15.7;4057
1695;8;10;CHINA;36;111.5;20000
1695;0;9;ITALY;42.5;12.1;31
1695;6.2;0;ITALY;45.4;12.2;0
1696;0;10;GREECE;37.8;21;0
1696;0;0;IRAN;39.3;44.6;0
1697;0;0;MEXICO;16.7;-99.2;0
1698;0;0;ECUADOR;-1.3;-78.7;1000
1698;7.7;10;ECUADOR;-1.2;-78.7;0
1698;6.4;0;JAPAN;33.3;131.7;0
1699;7.8;7;PERU;-12.1;-76.6;0
1699;0;0;PHILIPPINES;14.4;120.6;0
1699;5;8;SLOVENIA;45.6;15.3;0
1700;7;0;JAPAN;34.2;129.3;0
1700;6.5;0;SOUTH KOREA;36.5;126.5;0
1700;9;0;USA;45;-125;0
1701;0;0;MEXICO;16.5;-97;0
1701;0;0;HAITI;18.3;-72.4;0
1702;0;0;MARTINIQUE;14.4;-61;0
1702;0;10;ITALY;41.1;14.5;150
1703;0;0;IRAN;26.4;55.5;0
1703;0;0;IRAN;26.6;56.2;0
1703;8.2;0;JAPAN;35;140;5233
1703;6.7;11;ITALY;42.467;13.2;10000
1703;0;11;ITALY;42.78;13.1;40000
1703;3.2;4;ITALY;44.4;8.917;0
1704;6;8;CHINA;34.9;106.8;0
1704;5.5;7;CHINA;38;116.5;0
1704;0;10;GREECE;38.8;20.8;0
1704;0;0;JAPAN;41;139.5;58
1705;0;0;CHILE;-18.6;-70.2;0
1706;0;10;ITALY;41.6;14.6;1000
1706;0;10;ICELAND;63.9;-21.2;0
1707;5.8;10;PERU;-13;-72;160
1707;8.4;0;JAPAN;33.2;134.8;5000
1707;8.4;0;JAPAN;34.1;137.8;0
1707;0;0;TURKEY;40.4;43;0
1708;0;0;INDONESIA;-3.69;128.15;0
1708;7;0;JAPAN;34;137;0
1708;0;9;FRANCE;43.8;5.8;0
1709;7.5;10;CHINA;37.4;105.3;2032
1710;0;0;INDONESIA;-4.53;129.9;0
1710;5.5;7;CHINA;27.8;111.3;0
1711;7;0;INDONESIA;-4;129;0
1711;0;0;MEXICO;19.2;-103.7;0
1711;6.7;0;JAPAN;34.3;134;1000
1711;0;0;JAPAN;35.5;133;4
1711;0;8;FRANCE;47;0.1;0
1713;6.8;9;CHINA;25.4;103.2;2100
1713;6.5;8;CHINA;32;103.7;0
1714;0;0;MEXICO;17;-96.3;0
1714;0;0;MYANMAR (BURMA);21.85;95.967;0
1714;0;0;JAPAN;36.5;138;56
1714;6.3;8;GREECE;38.2;21.7;0
1714;0;6;GREECE;38.25;21.73;0
1715;7.5;7;PERU;-17.3;-70.8;0
1715;6.6;0;JAPAN;33.3;131.7;0
1715;0;0;TURKEY;38.3;43.2;0
1715;6.6;0;TURKEY;38.7;43.9;0
1716;8.8;9;PERU;-17.2;-71.2;0
1716;8.6;10;PERU;-13.7;-76;0
1716;0;7;PHILIPPINES;14.002;120.993;0
1716;0;0;MEXICO;29;-114;0
1716;0;0;ALGERIA;36.8;3;0
1716;0;0;ALGERIA;36.8;3;20000
1716;7.5;9;CHINA;41.2;80.3;0
1717;0;0;USA TERRITORY;18.3;-66.4;0
1717;7.6;0;JAPAN;39;142.7;0
1717;0;10;CROATIA;44.1;15.2;0
1718;7.5;10;CHINA;35;105.2;73000
1719;0;0;MOROCCO;31.4;-8;0
1719;0;10;TURKEY;40.8;29.4;0
1720;5.5;7;TAIWAN;20.3;120.3;0
1720;0;0;INDIA;29;77.5;0
1720;0;10;AZORES (PORTUGAL);38.2;-26.6;0
1720;0;10;AZORES (PORTUGAL);38.218;-26.635;0
1720;6.8;9;CHINA;40.4;115.5;0
1720;0;8;SWITZERLAND;47.4;9.5;0
1721;0;0;PHILIPPINES;18;121.5;0
1721;6;8;TAIWAN;23;120.3;0
1721;0;0;TAIWAN;23;120.2;2000
1721;7.7;0;IRAN;37.9;46.7;40000
1721;0;10;CROATIA;45.3;14.4;0
1722;0;0;INDONESIA;-6.174;106.829;0
1722;0;10;PORTUGAL;37.2;-7.6;0
1722;0;9;GREECE;38.7;20.6;0
1723;7;10;GREECE;38.5;20.5;0
1725;0;7;PERU;-16.6;-72.7;0
1725;7.6;7;PERU;-16.4;-70.8;0
1725;7.7;9;PERU;-9;-79;1500
1725;6;8;CHINA;25.1;103.1;614
1725;5.5;7;CHINA;30.1;101.9;0
1725;8.2;11;RUSSIA;56.5;118.5;0
1726;6.6;0;JAPAN;36.3;136;0
1726;0;9;ITALY;38.1;13.35;250
1727;0;0;MARTINIQUE;14.4;-61;0
1727;0;0;MEXICO;19.2;-99.1;0
1727;5.2;5;ITALY;37.5;13;0
1727;0;8;IRAN;38;46.3;77000
1727;5.7;7;NORTH KOREA;39.5;127.3;0
1728;0;9;PHILIPPINES;14.4;121;0
1729;0;0;JAPAN;37.5;137;5
1730;9.1;11;CHILE;-32.5;-71.5;2
1730;0;9;PHILIPPINES;14.1;121.4;0
1730;7.6;0;JAPAN;36.2;142.2;0
1730;0;11;AZORES (PORTUGAL);38.5;-28;0
1730;6.5;8;CHINA;40;116.2;658
1730;0;10;ITALY;42.8;13;200
1730;0;9;ITALY;44;10.1;0
1731;0;0;MEXICO;23;-102;1
1731;0;0;MOROCCO;30.3;-9.4;0
1731;6.6;0;JAPAN;37.9;140.6;0
1731;0;10;ITALY;41.5;15.5;0
1732;0;0;MEXICO;16.8;-99.9;0
1732;6.5;0;JAPAN;35.2;140.8;0
1732;0;10;ITALY;41.08;15.15;1940
1733;0;0;ETHIOPIA;15.7;39;0
1733;7.5;10;CHINA;26.2;103.1;0
1735;4.5;0;COLOMBIA;2.6;-76.5;0
1735;0;0;PHILIPPINES;15.8;121.7;0
1736;0;0;ECUADOR;-0.9;-78.6;0
1736;6;8;TAIWAN;23.1;120.3;260
1737;8;11;CHILE;-43;-74;0
1737;7.5;9;RUSSIA;50;157;0
1737;0;0;RUSSIA;51.1;158;0
1737;7.8;10;RUSSIA;55.5;163;0
1738;5.5;7;CHINA;33.2;104.2;0
1738;6.5;8;CHINA;33.3;96.6;336
1738;6.5;0;GREECE;36.8;24.4;0
1739;0;7;PERU;-14.1;-73.2;0
1739;0;0;MEXICO;19.2;-104;0
1739;8;10;CHINA;38.9;106.5;50000
1739;0;10;AZORES (PORTUGAL);39.3;-31.1;0
1739;7.1;0;JAPAN;40.7;142.3;0
1739;0;10;SERBIA;44;21.3;0
1740;0;0;MEXICO;17;-96.3;0
1740;0;10;SERBIA;45.1;19.8;0
1741;0;10;GREECE;38.5;20.5;0
1741;0;10;ITALY;43.2;12.6;0
1742;0;0;CHILE;-36.8;-73;0
1742;0;10;GREECE;37.8;21;0
1742;0;10;GREECE;37.8;21;0
1742;7.5;0;RUSSIA;50.5;157;0
1742;7.7;10;RUSSIA;53.3;104;0
1743;0;0;COLOMBIA;4.5;-73.8;0
1743;0;0;PHILIPPINES;11.2;124.3;0
1743;0;10;PHILIPPINES;14;121.6;5
1743;6.9;0;GREECE;39;20.3;0
1744;0;0;PHILIPPINES;17;121;0
1746;8;11;PERU;-11.996;-77.198;1141
1747;0;9;PERU;-13.9;-70.35;0
1747;0;7;PHILIPPINES;13.6;123.2;0
1748;5.5;7;CHINA;30.1;101.9;15
1748;6;7;CHINA;30.4;101.6;5
1748;5.5;7;CHINA;32.9;103.6;0
1748;5.5;7;CHINA;36.4;106.1;40
1748;6.8;9;GREECE;38.3;22.1;0
1748;0;9;SPAIN;39;-0.65;0
1749;0;9;PHILIPPINES;14.002;120.993;0
1749;0;0;MEXICO;20.7;-103.3;0
1750;0;0;VENEZUELA;10.5;-64.2;0
1750;0;0;MYANMAR (BURMA);18.5;93.4;0
1750;0;0;MEXICO;20.7;-103.3;0
1750;6;8;CHINA;24.7;102.9;37
1750;0;10;GREECE;36.2;23;2000
1750;0;10;BULGARIA;42.1;24.8;0
1750;0;9;FRANCE;43.2;0.8;0
1750;0;10;CROATIA;46;12.25;0
1751;8.5;11;CHILE;-36.83;-71.63;0
